日期,车次,起点站,起点站代号,终点站,终点站代号,开始时,结束时,持续时间,商务座,一等座,二等座,高级软卧,软卧,硬卧,软座,硬座,无座
2024-08-15,G87,北京西,BXP,成都东,ICW,07:00,14:32,07:32,26050,13440,08405,--,--,--,--,--,--
2024-08-15,K817,北京西,BXP,攀枝花南,PNE,08:04,11:23,27:19,--,--,--,--,06890,04370,--,02520,02520
2024-08-15,G1591,北京西,BXP,泸州,LUE,08:26,17:31,09:05,25120,12460,07785,--,--,--,--,--,--
2024-08-15,G307,北京西,BXP,成都东,ICW,09:10,18:55,09:45,25120,12970,08105,--,--,--,--,--,--
2024-08-15,G387,北京丰台,FTP,重庆西,CXW,09:29,19:00,09:31,24100,11915,07450,--,--,--,--,--,--
2024-08-15,G331,北京西,BXP,成都东,ICW,09:45,20:57,11:12,31590,15790,09860,--,--,--,--,--,--
2024-08-15,D49,北京西,BXP,成都东,ICW,11:08,07:55,20:47,--,--,03270,--,--,--,--,--,03270
2024-08-15,K117,北京西,BXP,成都西,CMW,11:50,16:33,28:43,--,--,--,--,07170,04560,--,02640,02640
2024-08-15,G89,北京西,BXP,成都东,ICW,15:00,22:30,07:30,24170,12460,07785,--,--,--,--,--,--
