日期,车次,起点站,起点站代号,终点站,终点站代号,开始时,结束时,持续时间,商务座,一等座,二等座,高级软卧,软卧,硬卧,软座,硬座,无座
2024-08-15,Z585,成都西,CMW,深圳东,BJQ,00:02,19:03,19:01,--,--,--,--,05825,03225,--,01895,01895
2024-08-15,G2929,重庆西,CXW,深圳北,IOQ,07:00,14:07,07:07,15695,08675,05545,--,--,--,--,--,--
2024-08-15,G319,重庆西,CXW,香港西九龙,XJA,08:49,15:35,06:46,18885,09025,05765,--,--,--,--,--,--
2024-08-15,K355,重庆北,CUW,深圳东,BJQ,11:00,10:12,23:12,--,--,--,--,06490,03530,--,02060,02060
2024-08-15,G2965,重庆西,CXW,汕尾,OGQ,15:32,22:05,06:33,16465,09025,05765,--,--,--,--,--,--
2024-08-15,G2941,成都东,ICW,深圳北,IOQ,16:33,22:59,06:26,16465,09025,05765,--,--,--,--,--,--
2024-08-15,K485,重庆北,CUW,深圳,SZQ,18:30,18:30,24:00,--,--,--,--,06490,03530,--,02060,02060
