日期,车次,起点站,起点站代号,终点站,终点站代号,开始时,结束时,持续时间,商务座,一等座,二等座,高级软卧,软卧,硬卧,软座,硬座,无座
2024-08-15,D3058,成都东,ICW,上海,SHH,06:10,20:43,14:33,--,10540,06590,--,--,--,--,--,06590
2024-08-15,D638,成都东,ICW,上海虹桥,AOH,07:10,21:35,14:25,--,10540,06590,--,--,--,--,--,06590
2024-08-15,G1475,成都东,ICW,上海虹桥,AOH,07:13,19:31,12:18,37720,18875,11645,--,--,--,--,--,--
2024-08-15,D954,成都东,ICW,上海,SHH,07:47,19:50,12:03,--,10540,06590,--,--,--,--,--,06590
2024-08-15,K1158,成都西,CMW,上海,SHH,07:50,13:32,29:42,--,--,--,--,07020,04480,--,02590,02590
2024-08-15,D354,成都东,ICW,上海虹桥,AOH,07:52,21:45,13:53,--,10540,06590,--,--,--,--,--,06590
2024-08-15,K292,成都西,CMW,昆山,KSH,17:42,04:27,34:45,--,--,--,--,07045,04465,--,02635,02635
