日期,车次,起点站,起点站代号,终点站,终点站代号,开始时,结束时,持续时间,商务座,一等座,二等座,高级软卧,软卧,硬卧,软座,硬座,无座
2024-08-15,G88,成都东,ICW,北京西,BXP,06:55,14:26,07:31,24170,12460,07785,--,--,--,--,--,--
2024-08-15,G333,成都东,ICW,北京西,BXP,08:55,19:08,10:13,31590,15790,09860,--,--,--,--,--,--
2024-08-15,G388,重庆西,CXW,北京丰台,FTP,10:22,20:06,09:44,24100,11915,07450,--,--,--,--,--,--
2024-08-15,G308,成都东,ICW,北京西,BXP,10:56,20:20,09:24,25120,12970,08105,--,--,--,--,--,--
2024-08-15,G1592,泸州,LUE,北京西,BXP,11:25,20:35,09:10,25120,12970,08105,--,--,--,--,--,--
2024-08-15,D50,成都东,ICW,北京西,BXP,13:00,10:05,21:05,--,--,03270,--,--,--,--,--,03270
2024-08-15,G90,成都东,ICW,北京西,BXP,15:00,22:32,07:32,26050,13440,08405,--,--,--,--,--,--
2024-08-15,K818,攀枝花南,PNE,北京西,BXP,18:00,21:13,27:13,--,--,--,--,06890,04370,--,02520,02520
2024-08-15,K118,成都西,CMW,北京西,BXP,22:12,05:26,31:14,--,--,--,--,07170,04560,--,02640,02640
