日期,车次,起点站,起点站代号,终点站,终点站代号,开始时,结束时,持续时间,商务座,一等座,二等座,高级软卧,软卧,硬卧,软座,硬座,无座
2024-08-15,G2195,成都东,ICW,上海虹桥,AOH,06:06,18:07,12:01,29955,15760,09625,--,--,--,--,--,--
2024-08-15,G2195,成都东,ICW,上海虹桥,AOH,06:06,18:19,12:13,30150,15855,09675,--,--,--,--,--,--
2024-08-15,D2224,成都东,ICW,杭州东,HGH,07:36,21:35,13:59,--,10720,06700,--,--,--,--,--,06700
2024-08-15,D2264,成都东,ICW,杭州东,HGH,09:05,22:42,13:37,--,--,06220,21700,--,--,--,--,06220
2024-08-15,G2191,成都东,ICW,上海虹桥,AOH,09:15,21:07,11:52,29230,15605,09395,--,--,--,--,--,--
2024-08-15,G2187,成都东,ICW,杭州东,HGH,10:00,22:10,12:10,31450,16135,09585,--,--,--,--,--,--
2024-08-15,K530,成都东,ICW,杭州,HZH,18:27,22:13,27:46,--,--,--,--,07020,04480,--,02590,02590
2024-08-15,K352,成都西,CMW,上海南,SNH,18:57,05:24,34:27,--,--,--,--,07045,04465,--,02635,02635
