日期,车次,起点站,起点站代号,终点站,终点站代号,开始时,结束时,持续时间,商务座,一等座,二等座,高级软卧,软卧,硬卧,软座,硬座,无座
2024-08-15,G2790,深圳,SZQ,上海虹桥,AOH,06:40,15:46,09:06,27730,13520,08555,--,--,--,--,--,--
2024-08-15,D2282,深圳北,IOQ,南京南,NKH,09:40,21:53,12:13,--,10720,06700,--,--,--,--,--,06700
2024-08-15,K34,深圳,SZQ,苏州,SZH,12:17,12:53,24:36,--,--,--,--,--,03990,--,02390,02390
2024-08-15,G2786,深圳北,IOQ,上海,SHH,13:02,22:30,09:28,27020,13000,08125,--,--,--,--,--,--
