日期,车次,起点站,起点站代号,终点站,终点站代号,开始时,结束时,持续时间,商务座,一等座,二等座,高级软卧,软卧,硬卧,软座,硬座,无座
2024-08-15,D3074,重庆北,CUW,上海虹桥,AOH,06:21,17:45,11:24,--,08990,05625,--,--,--,--,--,05625
2024-08-15,D2214,重庆北,CUW,上海虹桥,AOH,07:11,18:39,11:28,--,08990,05625,--,--,--,--,--,05625
2024-08-15,T238,重庆西,CXW,昆山,KSH,07:28,09:41,26:13,--,--,--,--,05850,03700,--,02170,02170
2024-08-15,D958,重庆北,CUW,上海,SHH,07:37,17:50,10:13,--,08990,05625,--,--,--,--,--,05625
2024-08-15,D3058,成都东,ICW,上海,SHH,08:38,20:43,12:05,--,08990,05625,--,--,--,--,--,05625
2024-08-15,G1478,成都东,ICW,上海虹桥,AOH,09:27,19:31,10:04,32450,16285,10035,--,--,--,--,--,--
2024-08-15,D638,成都东,ICW,上海虹桥,AOH,09:29,21:35,12:06,--,08990,05625,--,--,--,--,--,05625
2024-08-15,D954,成都东,ICW,上海,SHH,09:53,19:50,09:57,--,08990,05625,--,--,--,--,--,05625
2024-08-15,D354,成都东,ICW,上海虹桥,AOH,10:13,21:45,11:32,--,08990,05625,--,--,--,--,--,05625
