日期,车次,起点站,起点站代号,终点站,终点站代号,开始时,结束时,持续时间,商务座,一等座,二等座,高级软卧,软卧,硬卧,软座,硬座,无座
2024-08-15,G2942,深圳北,IOQ,成都东,ICW,07:04,13:25,06:21,18885,09025,05765,--,--,--,--,--,05765
2024-08-15,G2944,深圳北,IOQ,重庆西,CXW,08:24,15:11,06:47,16465,09025,05765,--,--,--,--,--,05765
2024-08-15,K486,深圳,SZQ,重庆北,CUW,09:48,09:15,23:27,--,--,--,--,06490,03530,--,02060,02060
2024-08-15,K356,深圳东,BJQ,重庆北,CUW,11:38,11:53,24:15,--,--,--,--,06490,03530,--,02060,02060
2024-08-15,G320,香港西九龙,XJA,重庆西,CXW,12:17,18:55,06:38,18885,09025,05765,--,--,--,--,--,--
2024-08-15,G2930,深圳北,IOQ,重庆西,CXW,14:29,22:00,07:31,15695,08675,05545,--,--,--,--,--,--
2024-08-15,Z586,深圳东,BJQ,成都西,CMW,20:58,15:26,18:28,--,--,--,--,05825,03225,--,01895,01895
