日期,车次,起点站,起点站代号,终点站,终点站代号,开始时,结束时,持续时间,商务座,一等座,二等座,高级软卧,软卧,硬卧,软座,硬座,无座
2024-08-15,G2185,杭州东,HGH,成都东,ICW,07:15,19:48,12:33,31450,16135,09585,--,--,--,--,--,--
2024-08-15,D2222,杭州东,HGH,成都东,ICW,08:08,21:58,13:50,--,10720,06700,--,--,--,--,--,06700
2024-08-15,G2189,上海虹桥,AOH,成都东,ICW,08:32,20:45,12:13,29230,15605,09395,--,--,--,--,--,--
2024-08-15,D2262,杭州东,HGH,成都东,ICW,09:07,23:16,14:09,--,--,06220,21700,--,--,--,--,06220
2024-08-15,G2193,上海虹桥,AOH,成都东,ICW,11:42,23:25,11:43,30150,15855,09675,--,--,--,--,--,--
2024-08-15,K529,杭州,HZH,成都东,ICW,12:26,16:35,28:09,--,--,--,--,07020,04480,--,02590,02590
2024-08-15,K351,上海南,SNH,成都西,CMW,12:29,19:56,31:27,--,--,--,--,07045,04465,--,02635,02635
