日期,车次,起点站,起点站代号,终点站,终点站代号,开始时,结束时,持续时间,商务座,一等座,二等座,高级软卧,软卧,硬卧,软座,硬座,无座
2024-08-15,G817,上海虹桥,AOH,广州南,IZQ,08:00,14:39,06:39,28380,14490,09050,--,--,--,--,--,--
2024-08-15,G1301,南通,NUH,珠海,ZHQ,10:18,19:01,08:43,27410,13970,08720,--,--,--,--,--,--
2024-08-15,T169,上海南,SNH,广州,GZQ,11:26,04:51,17:25,--,--,--,--,05605,03225,--,01895,01895
2024-08-15,G819,上海虹桥,AOH,广州南,IZQ,15:36,22:30,06:54,28380,14500,08960,--,--,--,--,--,--
2024-08-15,K511,上海南,SNH,海口,VUQ,16:55,14:56,22:01,--,--,--,--,06280,03430,--,02010,02010
2024-08-15,Z99,上海,SHH,广州,GZQ,17:27,09:58,16:31,--,--,--,--,06400,03530,--,02060,02060
