日期,车次,起点站,起点站代号,终点站,终点站代号,开始时,结束时,持续时间,商务座,一等座,二等座,高级软卧,软卧,硬卧,软座,硬座,无座
2024-08-15,K512,海口,VUQ,上海南,SNH,07:52,06:51,22:59,--,--,--,--,06160,03430,--,02010,02010
2024-08-15,K512,海口,VUQ,上海南,SNH,07:52,07:23,23:31,--,--,--,--,06280,03430,--,02010,02010
2024-08-15,G818,广州南,IZQ,上海虹桥,AOH,08:28,15:06,06:38,28610,14490,09050,--,--,--,--,--,09050
2024-08-15,G1302,珠海,ZHQ,南通,NUH,13:19,21:51,08:32,26230,13040,07920,--,--,--,--,--,07920
2024-08-15,T170,广州,GZQ,上海南,SNH,15:00,09:08,18:08,--,--,--,--,05605,03225,--,01895,01895
2024-08-15,G820,广州南,IZQ,上海虹桥,AOH,15:11,22:12,07:01,27200,13330,08100,--,--,--,--,--,--
2024-08-15,Z100,广州,GZQ,上海,SHH,18:10,10:40,16:30,--,--,--,--,06400,03530,--,02060,02060
