日期,车次,起点站,起点站代号,终点站,终点站代号,开始时,结束时,持续时间,商务座,一等座,二等座,高级软卧,软卧,硬卧,软座,硬座,无座
2024-08-15,G336,福田,NZQ,北京西,BXP,06:40,17:58,11:18,29390,14870,09440,--,--,--,--,--,--
2024-08-15,G82,深圳北,IOQ,北京西,BXP,07:55,16:27,08:32,34495,17525,11075,--,--,--,--,--,11075
2024-08-15,K106,深圳东,BJQ,北京西,BXP,11:10,16:35,29:25,--,--,--,--,06875,04345,--,02545,02545
2024-08-15,G80,香港西九龙,XJA,北京西,BXP,11:41,19:30,07:49,34495,17525,11075,--,--,--,--,--,--
2024-08-15,D28,深圳,SZQ,北京丰台,FTP,14:14,12:24,22:10,--,--,04730,--,--,--,--,--,04730
